unique_id,ds,ADIDA,BottomUp
719/Road Frames/Ohio,2014-08-01,0.13,0.13
719/Road Frames/Ohio,2014-09-01,0.13,0.13
719/Road Frames/Oregon,2014-07-01,0.10526316,0.10526316
719/Road Frames/Oregon,2014-08-01,0.10526316,0.10526316
719/Road Frames/Oregon,2014-09-01,0.10526316,0.10526316
719/Road Frames/Rhode Island,2014-07-01,0.0,0.0
719/Road Frames/Rhode Island,2014-08-01,0.0,0.0
719/Road Frames/Rhode Island,2014-09-01,0.0,0.0
719/Road Frames/South Carolina,2014-07-01,0.0,0.0
719/Road Frames/South Carolina,2014-08-01,0.0,0.0
719/Road Frames/South Carolina,2014-09-01,0.0,0.0
719/Road Frames/South Dakota,2014-07-01,0.0,0.0
719/Road Frames/South Dakota,2014-08-01,0.0,0.0
719/Road Frames/South Dakota,2014-09-01,0.0,0.0
719/Road Frames/Tennessee,2014-07-01,0.12005,0.12005
719/Road Frames/Tennessee,2014-08-01,0.12005,0.12005
719/Road Frames/Tennessee,2014-09-01,0.12005,0.12005
719/Road Frames/Texas,2014-07-01,0.22621667,0.22621667
719/Road Frames/Texas,2014-08-01,0.22621667,0.22621667
719/Road Frames/Texas,2014-09-01,0.22621667,0.22621667
719/Road Frames/United Kingdom,2014-07-01,0.3207,0.3207
719/Road Frames/United Kingdom,2014-08-01,0.3207,0.3207
719/Road Frames/United Kingdom,2014-09-01,0.3207,0.3207
719/Road Frames/Utah,2014-07-01,0.0,0.0
719/Road Frames/Utah,2014-08-01,0.0,0.0
719/Road Frames/Utah,2014-09-01,0.0,0.0
719/Road Frames/Virginia,2014-07-01,0.0,0.0
719/Road Frames/Virginia,2014-08-01,0.0,0.0
719/Road Frames/Virginia,2014-09-01,0.0,0.0
719/Road Frames/Washington,2014-07-01,0.1764706,0.1764706
719/Road Frames/Washington,2014-08-01,0.1764706,0.1764706
719/Road Frames/Washington,2014-09-01,0.1764706,0.1764706
719/Road Frames/Wisconsin,2014-07-01,0.0,0.0
719/Road Frames/Wisconsin,2014-08-01,0.0,0.0
719/Road Frames/Wisconsin,2014-09-01,0.0,0.0
719/Road Frames/Wyoming,2014-07-01,0.0,0.0
719/Road Frames/Wyoming,2014-08-01,0.0,0.0
719/Road Frames/Wyoming,2014-09-01,0.0,0.0
722/Road Frames/Alabama,2014-07-01,0.0,0.0
722/Road Frames/Alabama,2014-08-01,0.0,0.0
722/Road Frames/Alabama,2014-09-01,0.0,0.0
722/Road Frames/Arizona,2014-07-01,0.43875676,0.43875676
722/Road Frames/Arizona,2014-08-01,0.43875676,0.43875676
722/Road Frames/Arizona,2014-09-01,0.43875676,0.43875676
722/Road Frames/Australia,2014-07-01,0.0,0.0
722/Road Frames/Australia,2014-08-01,0.0,0.0
722/Road Frames/Australia,2014-09-01,0.0,0.0
722/Road Frames/California,2014-07-01,1.7721506,1.7721506
722/Road Frames/California,2014-08-01,1.7721506,1.7721506
722/Road Frames/California,2014-09-01,1.7721506,1.7721506
722/Road Frames/Canada,2014-07-01,4.589062,4.589062
722/Road Frames/Canada,2014-08-01,4.589062,4.589062
722/Road Frames/Canada,2014-09-01,4.589062,4.589062
722/Road Frames/Colorado,2014-07-01,0.6749858,0.6749858
722/Road Frames/Colorado,2014-08-01,0.6749858,0.6749858
722/Road Frames/Colorado,2014-09-01,0.6749858,0.6749858
722/Road Frames/Connecticut,2014-07-01,0.40052027,0.40052027
722/Road Frames/Connecticut,2014-08-01,0.40052027,0.40052027
722/Road Frames/Connecticut,2014-09-01,0.40052027,0.40052027
722/Road Frames/Florida,2014-07-01,0.7404516,0.7404516
722/Road Frames/Florida,2014-08-01,0.7404516,0.7404516
722/Road Frames/Florida,2014-09-01,0.7404516,0.7404516
722/Road Frames/France,2014-07-01,2.6169658,2.6169658
722/Road Frames/France,2014-08-01,2.6169658,2.6169658
722/Road Frames/France,2014-09-01,2.6169658,2.6169658
722/Road Frames/Georgia,2014-07-01,0.09715475,0.09715475
722/Road Frames/Georgia,2014-08-01,0.09715475,0.09715475
722/Road Frames/Georgia,2014-09-01,0.09715475,0.09715475
722/Road Frames/Germany,2014-07-01,0.20625,0.20625
722/Road Frames/Germany,2014-08-01,0.20625,0.20625
722/Road Frames/Germany,2014-09-01,0.20625,0.20625
722/Road Frames/Idaho,2014-07-01,0.0,0.0
722/Road Frames/Idaho,2014-08-01,0.0,0.0
722/Road Frames/Idaho,2014-09-01,0.0,0.0
722/Road Frames/Illinois,2014-07-01,0.0,0.0
722/Road Frames/Illinois,2014-08-01,0.0,0.0
722/Road Frames/Illinois,2014-09-01,0.0,0.0
722/Road Frames/Indiana,2014-07-01,0.27391768,0.27391768
722/Road Frames/Indiana,2014-08-01,0.27391768,0.27391768
722/Road Frames/Indiana,2014-09-01,0.27391768,0.27391768
722/Road Frames/Kentucky,2014-07-01,0.0625,0.0625
722/Road Frames/Kentucky,2014-08-01,0.0625,0.0625
722/Road Frames/Kentucky,2014-09-01,0.0625,0.0625
722/Road Frames/Maine,2014-07-01,0.24658425,0.24658425
722/Road Frames/Maine,2014-08-01,0.24658425,0.24658425
722/Road Frames/Maine,2014-09-01,0.24658425,0.24658425
722/Road Frames/Maryland,2014-07-01,0.0,0.0
722/Road Frames/Maryland,2014-08-01,0.0,0.0
722/Road Frames/Maryland,2014-09-01,0.0,0.0
722/Road Frames/Massachusetts,2014-07-01,0.0,0.0
722/Road Frames/Massachusetts,2014-08-01,0.0,0.0
722/Road Frames/Massachusetts,2014-09-01,0.0,0.0
722/Road Frames/Michigan,2014-07-01,0.3247,0.3247
722/Road Frames/Michigan,2014-08-01,0.3247,0.3247
722/Road Frames/Michigan,2014-09-01,0.3247,0.3247
722/Road Frames/Minnesota,2014-07-01,0.2269925,0.2269925
722/Road Frames/Minnesota,2014-08-01,0.2269925,0.2269925
722/Road Frames/Minnesota,2014-09-01,0.2269925,0.2269925
722/Road Frames/Mississippi,2014-07-01,0.0033911155,0.0033911155
722/Road Frames/Mississippi,2014-08-01,0.0033911155,0.0033911155
722/Road Frames/Mississippi,2014-09-01,0.0033911155,0.0033911155
722/Road Frames/Missouri,2014-07-01,0.34708333,0.34708333
722/Road Frames/Missouri,2014-08-01,0.34708333,0.34708333
722/Road Frames/Missouri,2014-09-01,0.34708333,0.34708333
722/Road Frames/Montana,2014-07-01,0.0,0.0
722/Road Frames/Montana,2014-08-01,0.0,0.0
722/Road Frames/Montana,2014-09-01,0.0,0.0
722/Road Frames/Nevada,2014-07-01,0.0,0.0
722/Road Frames/Nevada,2014-08-01,0.0,0.0
722/Road Frames/Nevada,2014-09-01,0.0,0.0
722/Road Frames/New Hampshire,2014-07-01,1.1755497,1.1755497
722/Road Frames/New Hampshire,2014-08-01,1.1755497,1.1755497
722/Road Frames/New Hampshire,2014-09-01,1.1755497,1.1755497
722/Road Frames/New Mexico,2014-07-01,0.15556274,0.15556274
722/Road Frames/New Mexico,2014-08-01,0.15556274,0.15556274
722/Road Frames/New Mexico,2014-09-01,0.15556274,0.15556274
722/Road Frames/New York,2014-07-01,0.35983375,0.35983375
722/Road Frames/New York,2014-08-01,0.35983375,0.35983375
722/Road Frames/New York,2014-09-01,0.35983375,0.35983375
722/Road Frames/North Carolina,2014-07-01,0.14,0.14
722/Road Frames/North Carolina,2014-08-01,0.14,0.14
722/Road Frames/North Carolina,2014-09-01,0.14,0.14
722/Road Frames/Ohio,2014-07-01,0.44224292,0.44224292
722/Road Frames/Ohio,2014-08-01,0.44224292,0.44224292
722/Road Frames/Ohio,2014-09-01,0.44224292,0.44224292
722/Road Frames/Oregon,2014-07-01,0.165078,0.165078
722/Road Frames/Oregon,2014-08-01,0.165078,0.165078
722/Road Frames/Oregon,2014-09-01,0.165078,0.165078
722/Road Frames/Rhode Island,2014-07-01,0.0,0.0
722/Road Frames/Rhode Island,2014-08-01,0.0,0.0
722/Road Frames/Rhode Island,2014-09-01,0.0,0.0
722/Road Frames/South Carolina,2014-07-01,3.219906e-05,3.219906e-05
722/Road Frames/South Carolina,2014-08-01,3.219906e-05,3.219906e-05
722/Road Frames/South Carolina,2014-09-01,3.219906e-05,3.219906e-05
722/Road Frames/South Dakota,2014-07-01,0.18364708,0.18364708
722/Road Frames/South Dakota,2014-08-01,0.18364708,0.18364708
722/Road Frames/South Dakota,2014-09-01,0.18364708,0.18364708
722/Road Frames/Tennessee,2014-07-01,0.55558413,0.55558413
722/Road Frames/Tennessee,2014-08-01,0.55558413,0.55558413
722/Road Frames/Tennessee,2014-09-01,0.55558413,0.55558413
722/Road Frames/Texas,2014-07-01,1.0764161,1.0764161
722/Road Frames/Texas,2014-08-01,1.0764161,1.0764161
722/Road Frames/Texas,2014-09-01,1.0764161,1.0764161
722/Road Frames/United Kingdom,2014-07-01,1.3222353,1.3222353
722/Road Frames/United Kingdom,2014-08-01,1.3222353,1.3222353
722/Road Frames/United Kingdom,2014-09-01,1.3222353,1.3222353
722/Road Frames/Utah,2014-07-01,0.0,0.0
722/Road Frames/Utah,2014-08-01,0.0,0.0
722/Road Frames/Utah,2014-09-01,0.0,0.0
722/Road Frames/Virginia,2014-07-01,0.2529268,0.2529268
722/Road Frames/Virginia,2014-08-01,0.2529268,0.2529268
722/Road Frames/Virginia,2014-09-01,0.2529268,0.2529268
722/Road Frames/Washington,2014-07-01,0.9173686,0.9173686
722/Road Frames/Washington,2014-08-01,0.9173686,0.9173686
722/Road Frames/Washington,2014-09-01,0.9173686,0.9173686
722/Road Frames/Wisconsin,2014-07-01,0.168,0.168
722/Road Frames/Wisconsin,2014-08-01,0.168,0.168
722/Road Frames/Wisconsin,2014-09-01,0.168,0.168
722/Road Frames/Wyoming,2014-07-01,0.0,0.0
722/Road Frames/Wyoming,2014-08-01,0.0,0.0
722/Road Frames/Wyoming,2014-09-01,0.0,0.0
723/Road Frames/Alabama,2014-07-01,0.0,0.0
723/Road Frames/Alabama,2014-08-01,0.0,0.0
723/Road Frames/Alabama,2014-09-01,0.0,0.0
723/Road Frames/Arizona,2014-07-01,0.0,0.0
723/Road Frames/Arizona,2014-08-01,0.0,0.0
723/Road Frames/Arizona,2014-09-01,0.0,0.0
723/Road Frames/Australia,2014-07-01,0.0,0.0
723/Road Frames/Australia,2014-08-01,0.0,0.0
723/Road Frames/Australia,2014-09-01,0.0,0.0
723/Road Frames/California,2014-07-01,0.362533,0.362533
723/Road Frames/California,2014-08-01,0.362533,0.362533
723/Road Frames/California,2014-09-01,0.362533,0.362533
723/Road Frames/Canada,2014-07-01,0.58815926,0.58815926
723/Road Frames/Canada,2014-08-01,0.58815926,0.58815926
723/Road Frames/Canada,2014-09-01,0.58815926,0.58815926
723/Road Frames/Colorado,2014-07-01,0.01125,0.01125
723/Road Frames/Colorado,2014-08-01,0.01125,0.01125
723/Road Frames/Colorado,2014-09-01,0.01125,0.01125
723/Road Frames/Connecticut,2014-07-01,0.20008333,0.20008333
723/Road Frames/Connecticut,2014-08-01,0.20008333,0.20008333
723/Road Frames/Connecticut,2014-09-01,0.20008333,0.20008333
723/Road Frames/Florida,2014-07-01,0.01125,0.01125
723/Road Frames/Florida,2014-08-01,0.01125,0.01125
723/Road Frames/Florida,2014-09-01,0.01125,0.01125
723/Road Frames/France,2014-07-01,0.263088,0.263088
723/Road Frames/France,2014-08-01,0.263088,0.263088
723/Road Frames/France,2014-09-01,0.263088,0.263088
723/Road Frames/Georgia,2014-07-01,0.0,0.0
723/Road Frames/Georgia,2014-08-01,0.0,0.0
723/Road Frames/Georgia,2014-09-01,0.0,0.0
723/Road Frames/Germany,2014-07-01,0.0,0.0
723/Road Frames/Germany,2014-08-01,0.0,0.0
723/Road Frames/Germany,2014-09-01,0.0,0.0
723/Road Frames/Idaho,2014-07-01,0.0,0.0
723/Road Frames/Idaho,2014-08-01,0.0,0.0
723/Road Frames/Idaho,2014-09-01,0.0,0.0
723/Road Frames/Illinois,2014-07-01,0.0,0.0
723/Road Frames/Illinois,2014-08-01,0.0,0.0
723/Road Frames/Illinois,2014-09-01,0.0,0.0
723/Road Frames/Indiana,2014-07-01,0.0,0.0
723/Road Frames/Indiana,2014-08-01,0.0,0.0
723/Road Frames/Indiana,2014-09-01,0.0,0.0
723/Road Frames/Kentucky,2014-07-01,0.0,0.0
723/Road Frames/Kentucky,2014-08-01,0.0,0.0
723/Road Frames/Kentucky,2014-09-01,0.0,0.0
723/Road Frames/Maine,2014-07-01,0.0,0.0
723/Road Frames/Maine,2014-08-01,0.0,0.0
723/Road Frames/Maine,2014-09-01,0.0,0.0
723/Road Frames/Maryland,2014-07-01,0.0,0.0
723/Road Frames/Maryland,2014-08-01,0.0,0.0
723/Road Frames/Maryland,2014-09-01,0.0,0.0
723/Road Frames/Massachusetts,2014-07-01,0.0,0.0
723/Road Frames/Massachusetts,2014-08-01,0.0,0.0
723/Road Frames/Massachusetts,2014-09-01,0.0,0.0
723/Road Frames/Michigan,2014-07-01,0.03375,0.03375
723/Road Frames/Michigan,2014-08-01,0.03375,0.03375
723/Road Frames/Michigan,2014-09-01,0.03375,0.03375
723/Road Frames/Minnesota,2014-07-01,0.0,0.0
723/Road Frames/Minnesota,2014-08-01,0.0,0.0
723/Road Frames/Minnesota,2014-09-01,0.0,0.0
723/Road Frames/Mississippi,2014-07-01,0.0,0.0
723/Road Frames/Mississippi,2014-08-01,0.0,0.0
723/Road Frames/Mississippi,2014-09-01,0.0,0.0
723/Road Frames/Missouri,2014-07-01,0.0,0.0
723/Road Frames/Missouri,2014-08-01,0.0,0.0
723/Road Frames/Missouri,2014-09-01,0.0,0.0
723/Road Frames/Montana,2014-07-01,0.0,0.0
723/Road Frames/Montana,2014-08-01,0.0,0.0
723/Road Frames/Montana,2014-09-01,0.0,0.0
723/Road Frames/Nevada,2014-07-01,0.0,0.0
723/Road Frames/Nevada,2014-08-01,0.0,0.0
723/Road Frames/Nevada,2014-09-01,0.0,0.0
723/Road Frames/New Hampshire,2014-07-01,0.108,0.108
723/Road Frames/New Hampshire,2014-08-01,0.108,0.108
723/Road Frames/New Hampshire,2014-09-01,0.108,0.108
723/Road Frames/New Mexico,2014-07-01,0.01125,0.01125
723/Road Frames/New Mexico,2014-08-01,0.01125,0.01125
723/Road Frames/New Mexico,2014-09-01,0.01125,0.01125
723/Road Frames/New York,2014-07-01,0.189,0.189
723/Road Frames/New York,2014-08-01,0.189,0.189
723/Road Frames/New York,2014-09-01,0.189,0.189
723/Road Frames/North Carolina,2014-07-01,0.0,0.0
723/Road Frames/North Carolina,2014-08-01,0.0,0.0
723/Road Frames/North Carolina,2014-09-01,0.0,0.0
723/Road Frames/Ohio,2014-07-01,0.12005,0.12005
723/Road Frames/Ohio,2014-08-01,0.12005,0.12005
723/Road Frames/Ohio,2014-09-01,0.12005,0.12005
723/Road Frames/Oregon,2014-07-01,0.108,0.108
723/Road Frames/Oregon,2014-08-01,0.108,0.108
723/Road Frames/Oregon,2014-09-01,0.108,0.108
723/Road Frames/Rhode Island,2014-07-01,0.0,0.0
723/Road Frames/Rhode Island,2014-08-01,0.0,0.0
723/Road Frames/Rhode Island,2014-09-01,0.0,0.0
723/Road Frames/South Carolina,2014-07-01,0.0,0.0
723/Road Frames/South Carolina,2014-08-01,0.0,0.0
723/Road Frames/South Carolina,2014-09-01,0.0,0.0
723/Road Frames/South Dakota,2014-07-01,0.0,0.0
723/Road Frames/South Dakota,2014-08-01,0.0,0.0
723/Road Frames/South Dakota,2014-09-01,0.0,0.0
723/Road Frames/Tennessee,2014-07-01,0.24111111,0.24111111
723/Road Frames/Tennessee,2014-08-01,0.24111111,0.24111111
723/Road Frames/Tennessee,2014-09-01,0.24111111,0.24111111
723/Road Frames/Texas,2014-07-01,0.487782,0.487782
723/Road Frames/Texas,2014-08-01,0.487782,0.487782
723/Road Frames/Texas,2014-09-01,0.487782,0.487782
723/Road Frames/United Kingdom,2014-07-01,0.054,0.054
723/Road Frames/United Kingdom,2014-08-01,0.054,0.054
723/Road Frames/United Kingdom,2014-09-01,0.054,0.054
723/Road Frames/Utah,2014-07-01,0.0,0.0
723/Road Frames/Utah,2014-08-01,0.0,0.0
723/Road Frames/Utah,2014-09-01,0.0,0.0
723/Road Frames/Virginia,2014-07-01,0.0,0.0
723/Road Frames/Virginia,2014-08-01,0.0,0.0
723/Road Frames/Virginia,2014-09-01,0.0,0.0
723/Road Frames/Washington,2014-07-01,0.045,0.045
723/Road Frames/Washington,2014-08-01,0.045,0.045
723/Road Frames/Washington,2014-09-01,0.045,0.045
723/Road Frames/Wisconsin,2014-07-01,0.0,0.0
723/Road Frames/Wisconsin,2014-08-01,0.0,0.0
723/Road Frames/Wisconsin,2014-09-01,0.0,0.0
723/Road Frames/Wyoming,2014-07-01,0.0,0.0
723/Road Frames/Wyoming,2014-08-01,0.0,0.0
723/Road Frames/Wyoming,2014-09-01,0.0,0.0
736/Road Frames/Alabama,2014-07-01,0.040016666,0.040016666
736/Road Frames/Alabama,2014-08-01,0.040016666,0.040016666
736/Road Frames/Alabama,2014-09-01,0.040016666,0.040016666
736/Road Frames/Arizona,2014-07-01,0.0,0.0
736/Road Frames/Arizona,2014-08-01,0.0,0.0
736/Road Frames/Arizona,2014-09-01,0.0,0.0
736/Road Frames/Australia,2014-07-01,0.0,0.0
736/Road Frames/Australia,2014-08-01,0.0,0.0
736/Road Frames/Australia,2014-09-01,0.0,0.0
736/Road Frames/California,2014-07-01,0.6532805,0.6532805
736/Road Frames/California,2014-08-01,0.6532805,0.6532805
736/Road Frames/California,2014-09-01,0.6532805,0.6532805
736/Road Frames/Canada,2014-07-01,1.2894019,1.2894019
736/Road Frames/Canada,2014-08-01,1.2894019,1.2894019
736/Road Frames/Canada,2014-09-01,1.2894019,1.2894019
736/Road Frames/Colorado,2014-07-01,0.1764706,0.1764706
736/Road Frames/Colorado,2014-08-01,0.1764706,0.1764706
736/Road Frames/Colorado,2014-09-01,0.1764706,0.1764706
736/Road Frames/Connecticut,2014-07-01,0.14271429,0.14271429
736/Road Frames/Connecticut,2014-08-01,0.14271429,0.14271429
736/Road Frames/Connecticut,2014-09-01,0.14271429,0.14271429
736/Road Frames/Florida,2014-07-01,0.13953333,0.13953333
736/Road Frames/Florida,2014-08-01,0.13953333,0.13953333
736/Road Frames/Florida,2014-09-01,0.13953333,0.13953333
736/Road Frames/France,2014-07-01,0.26608577,0.26608577
736/Road Frames/France,2014-08-01,0.26608577,0.26608577
736/Road Frames/France,2014-09-01,0.26608577,0.26608577
736/Road Frames/Georgia,2014-07-01,0.040353607,0.040353607
736/Road Frames/Georgia,2014-08-01,0.040353607,0.040353607
736/Road Frames/Georgia,2014-09-01,0.040353607,0.040353607
736/Road Frames/Germany,2014-07-01,0.09090909,0.09090909
736/Road Frames/Germany,2014-08-01,0.09090909,0.09090909
736/Road Frames/Germany,2014-09-01,0.09090909,0.09090909
736/Road Frames/Idaho,2014-07-01,0.0,0.0
736/Road Frames/Idaho,2014-08-01,0.0,0.0
736/Road Frames/Idaho,2014-09-01,0.0,0.0
736/Road Frames/Illinois,2014-07-01,0.0,0.0
736/Road Frames/Illinois,2014-08-01,0.0,0.0
736/Road Frames/Illinois,2014-09-01,0.0,0.0
736/Road Frames/Indiana,2014-07-01,0.0,0.0
736/Road Frames/Indiana,2014-08-01,0.0,0.0
736/Road Frames/Indiana,2014-09-01,0.0,0.0
736/Road Frames/Kentucky,2014-07-01,0.0,0.0
736/Road Frames/Kentucky,2014-08-01,0.0,0.0
736/Road Frames/Kentucky,2014-09-01,0.0,0.0
736/Road Frames/Maine,2014-07-01,0.0,0.0
736/Road Frames/Maine,2014-08-01,0.0,0.0
736/Road Frames/Maine,2014-09-01,0.0,0.0
736/Road Frames/Maryland,2014-07-01,0.0,0.0
736/Road Frames/Maryland,2014-08-01,0.0,0.0
736/Road Frames/Maryland,2014-09-01,0.0,0.0
736/Road Frames/Massachusetts,2014-07-01,0.0,0.0
736/Road Frames/Massachusetts,2014-08-01,0.0,0.0
736/Road Frames/Massachusetts,2014-09-01,0.0,0.0
736/Road Frames/Michigan,2014-07-01,0.28366476,0.28366476
736/Road Frames/Michigan,2014-08-01,0.28366476,0.28366476
736/Road Frames/Michigan,2014-09-01,0.28366476,0.28366476
736/Road Frames/Minnesota,2014-07-01,0.10101528,0.10101528
736/Road Frames/Minnesota,2014-08-01,0.10101528,0.10101528
736/Road Frames/Minnesota,2014-09-01,0.10101528,0.10101528
736/Road Frames/Mississippi,2014-07-01,0.0,0.0
736/Road Frames/Mississippi,2014-08-01,0.0,0.0
736/Road Frames/Mississippi,2014-09-01,0.0,0.0
736/Road Frames/Missouri,2014-07-01,0.0,0.0
736/Road Frames/Missouri,2014-08-01,0.0,0.0
736/Road Frames/Missouri,2014-09-01,0.0,0.0
736/Road Frames/Montana,2014-07-01,0.0,0.0
736/Road Frames/Montana,2014-08-01,0.0,0.0
736/Road Frames/Montana,2014-09-01,0.0,0.0
736/Road Frames/Nevada,2014-07-01,0.06125,0.06125
736/Road Frames/Nevada,2014-08-01,0.06125,0.06125
736/Road Frames/Nevada,2014-09-01,0.06125,0.06125
736/Road Frames/New Hampshire,2014-07-01,0.20865948,0.20865948
736/Road Frames/New Hampshire,2014-08-01,0.20865948,0.20865948
736/Road Frames/New Hampshire,2014-09-01,0.20865948,0.20865948
736/Road Frames/New Mexico,2014-07-01,0.0225,0.0225
736/Road Frames/New Mexico,2014-08-01,0.0225,0.0225
736/Road Frames/New Mexico,2014-09-01,0.0225,0.0225
736/Road Frames/New York,2014-07-01,0.137376,0.137376
736/Road Frames/New York,2014-08-01,0.137376,0.137376
736/Road Frames/New York,2014-09-01,0.137376,0.137376
736/Road Frames/North Carolina,2014-07-01,0.0,0.0
736/Road Frames/North Carolina,2014-08-01,0.0,0.0
736/Road Frames/North Carolina,2014-09-01,0.0,0.0
736/Road Frames/Ohio,2014-07-01,0.14051475,0.14051475
736/Road Frames/Ohio,2014-08-01,0.14051475,0.14051475
736/Road Frames/Ohio,2014-09-01,0.14051475,0.14051475
736/Road Frames/Oregon,2014-07-01,0.21984722,0.21984722
736/Road Frames/Oregon,2014-08-01,0.21984722,0.21984722
736/Road Frames/Oregon,2014-09-01,0.21984722,0.21984722
736/Road Frames/Rhode Island,2014-07-01,0.0,0.0
736/Road Frames/Rhode Island,2014-08-01,0.0,0.0
736/Road Frames/Rhode Island,2014-09-01,0.0,0.0
736/Road Frames/South Carolina,2014-07-01,0.0,0.0
736/Road Frames/South Carolina,2014-08-01,0.0,0.0
736/Road Frames/South Carolina,2014-09-01,0.0,0.0
736/Road Frames/South Dakota,2014-07-01,0.0,0.0
736/Road Frames/South Dakota,2014-08-01,0.0,0.0
736/Road Frames/South Dakota,2014-09-01,0.0,0.0
736/Road Frames/Tennessee,2014-07-01,0.1,0.1
736/Road Frames/Tennessee,2014-08-01,0.1,0.1
736/Road Frames/Tennessee,2014-09-01,0.1,0.1
736/Road Frames/Texas,2014-07-01,0.18036236,0.18036236
736/Road Frames/Texas,2014-08-01,0.18036236,0.18036236
736/Road Frames/Texas,2014-09-01,0.18036236,0.18036236
736/Road Frames/United Kingdom,2014-07-01,0.462105,0.462105
736/Road Frames/United Kingdom,2014-08-01,0.462105,0.462105
736/Road Frames/United Kingdom,2014-09-01,0.462105,0.462105
736/Road Frames/Utah,2014-07-01,0.0,0.0
736/Road Frames/Utah,2014-08-01,0.0,0.0
736/Road Frames/Utah,2014-09-01,0.0,0.0
736/Road Frames/Virginia,2014-07-01,0.245,0.245
736/Road Frames/Virginia,2014-08-01,0.245,0.245
736/Road Frames/Virginia,2014-09-01,0.245,0.245
736/Road Frames/Washington,2014-07-01,0.255836,0.255836
736/Road Frames/Washington,2014-08-01,0.255836,0.255836
736/Road Frames/Washington,2014-09-01,0.255836,0.255836
736/Road Frames/Wisconsin,2014-07-01,0.0,0.0
736/Road Frames/Wisconsin,2014-08-01,0.0,0.0
736/Road Frames/Wisconsin,2014-09-01,0.0,0.0
736/Road Frames/Wyoming,2014-07-01,0.0,0.0
736/Road Frames/Wyoming,2014-08-01,0.0,0.0
736/Road Frames/Wyoming,2014-09-01,0.0,0.0
738/Road Frames/Alabama,2014-07-01,0.067228,0.067228
738/Road Frames/Alabama,2014-08-01,0.067228,0.067228
738/Road Frames/Alabama,2014-09-01,0.067228,0.067228
738/Road Frames/Arizona,2014-07-01,0.192,0.192
738/Road Frames/Arizona,2014-08-01,0.192,0.192
738/Road Frames/Arizona,2014-09-01,0.192,0.192
738/Road Frames/Australia,2014-07-01,0.0,0.0
738/Road Frames/Australia,2014-08-01,0.0,0.0
738/Road Frames/Australia,2014-09-01,0.0,0.0
738/Road Frames/California,2014-07-01,4.1876693,4.1876693
738/Road Frames/California,2014-08-01,4.1876693,4.1876693
738/Road Frames/California,2014-09-01,4.1876693,4.1876693
738/Road Frames/Canada,2014-07-01,7.176905,7.176905
738/Road Frames/Canada,2014-08-01,7.176905,7.176905
738/Road Frames/Canada,2014-09-01,7.176905,7.176905
738/Road Frames/Colorado,2014-07-01,0.38550174,0.38550174
738/Road Frames/Colorado,2014-08-01,0.38550174,0.38550174
738/Road Frames/Colorado,2014-09-01,0.38550174,0.38550174
738/Road Frames/Connecticut,2014-07-01,0.6263686,0.6263686
738/Road Frames/Connecticut,2014-08-01,0.6263686,0.6263686
738/Road Frames/Connecticut,2014-09-01,0.6263686,0.6263686
738/Road Frames/Florida,2014-07-01,0.9094704,0.9094704
738/Road Frames/Florida,2014-08-01,0.9094704,0.9094704
738/Road Frames/Florida,2014-09-01,0.9094704,0.9094704
738/Road Frames/France,2014-07-01,3.111129,3.111129
738/Road Frames/France,2014-08-01,3.111129,3.111129
738/Road Frames/France,2014-09-01,3.111129,3.111129
738/Road Frames/Georgia,2014-07-01,0.15003334,0.15003334
738/Road Frames/Georgia,2014-08-01,0.15003334,0.15003334
738/Road Frames/Georgia,2014-09-01,0.15003334,0.15003334
738/Road Frames/Germany,2014-07-01,0.0972,0.0972
738/Road Frames/Germany,2014-08-01,0.0972,0.0972
738/Road Frames/Germany,2014-09-01,0.0972,0.0972
738/Road Frames/Idaho,2014-07-01,0.0,0.0
738/Road Frames/Idaho,2014-08-01,0.0,0.0
738/Road Frames/Idaho,2014-09-01,0.0,0.0
738/Road Frames/Illinois,2014-07-01,0.1591983,0.1591983
738/Road Frames/Illinois,2014-08-01,0.1591983,0.1591983
738/Road Frames/Illinois,2014-09-01,0.1591983,0.1591983
738/Road Frames/Indiana,2014-07-01,0.22817743,0.22817743
738/Road Frames/Indiana,2014-08-01,0.22817743,0.22817743
738/Road Frames/Indiana,2014-09-01,0.22817743,0.22817743
738/Road Frames/Kentucky,2014-07-01,0.16666667,0.16666667
738/Road Frames/Kentucky,2014-08-01,0.16666667,0.16666667
738/Road Frames/Kentucky,2014-09-01,0.16666667,0.16666667
738/Road Frames/Maine,2014-07-01,0.257166,0.257166
738/Road Frames/Maine,2014-08-01,0.257166,0.257166
738/Road Frames/Maine,2014-09-01,0.257166,0.257166
738/Road Frames/Maryland,2014-07-01,0.0,0.0
738/Road Frames/Maryland,2014-08-01,0.0,0.0
738/Road Frames/Maryland,2014-09-01,0.0,0.0
738/Road Frames/Massachusetts,2014-07-01,0.0,0.0
738/Road Frames/Massachusetts,2014-08-01,0.0,0.0
738/Road Frames/Massachusetts,2014-09-01,0.0,0.0
738/Road Frames/Michigan,2014-07-01,1.0212355,1.0212355
738/Road Frames/Michigan,2014-08-01,1.0212355,1.0212355
738/Road Frames/Michigan,2014-09-01,1.0212355,1.0212355
738/Road Frames/Minnesota,2014-07-01,0.274347,0.274347
738/Road Frames/Minnesota,2014-08-01,0.274347,0.274347
738/Road Frames/Minnesota,2014-09-01,0.274347,0.274347
738/Road Frames/Mississippi,2014-07-01,0.0033911155,0.0033911155
